Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Deal Type
13588,Opp - 13588 - Upsell,Upsell,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2025,04/10/2025,237,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13590,Opp - 13590 - Upsell,Upsell,Closed Won,Core,EMEA,04/10/2025,04/01/2025,04/02/2025,04/02/2025,240,rep 4433,rep 4433,04/06/2025,8,Non-Run Rate,EMEA,Emma Watson,Channel
13594,Opp - 13594 - Upsell,Upsell,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2025,04/09/2025,110,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13599,Opp - 13599 - Upsell,Upsell,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2025,04/10/2025,237,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13602,Opp - 13602 - Net New,Net New,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/10/2025,04/10/2025,351,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13605,Opp - 13605 - Upsell,Upsell,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2025,04/11/2025,166,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13606,Opp - 13606 - Upsell,Upsell,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2025,04/11/2025,166,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13607,Opp - 13607 - Upsell,Upsell,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2025,04/12/2025,165,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13608,Opp - 13608 - Upsell,Upsell,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2025,04/02/2025,165,Rep 1346,Rep 1346,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13610,Opp - 13610 - Net New,Net New,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/02/2025,04/02/2025,2240,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13612,Opp - 13612 - Upsell,Upsell,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2025,04/03/2025,199,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13613,Opp - 13613 - Upsell,Upsell,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2025,04/03/2025,199,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13614,Opp - 13614 - Upsell,Upsell,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2025,04/10/2025,165,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13617,Opp - 13617 - Net New,Net New,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/11/2025,04/11/2025,299,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13619,Opp - 13619 - Upsell,Upsell,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2025,04/02/2025,149,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13620,Opp - 13620 - Upsell,Upsell,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2025,04/08/2025,198,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13621,Opp - 13621 - Upsell,Upsell,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2025,04/08/2025,198,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13626,Opp - 13626 - Net New,Net New,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/02/2025,04/02/2025,299,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13627,Opp - 13627 - Net New,Net New,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/08/2025,04/08/2025,299,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13628,Opp - 13628 - Upsell,Upsell,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2025,04/12/2025,996,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13634,Opp - 13634 - Upsell,Upsell,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2025,04/08/2025,133,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13641,Opp - 13641 - Net New,Net New,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/11/2025,04/11/2025,1075,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13642,Opp - 13642 - Upsell,Upsell,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2025,04/08/2025,100,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13644,Opp - 13644 - Net New,Net New,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/09/2025,04/09/2025,351,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13650,Opp - 13650 - Upsell,Upsell,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2025,04/02/2025,150,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13651,Opp - 13651 - Upsell,Upsell,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2025,04/08/2025,179,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13652,Opp - 13652 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,4/16/2025,4/15/2024,04/01/2025,56,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,351,Non-Run Rate,EMEA,Emma Watson,Channel
13653,Opp - 13653 - Net New,Net New,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/10/2025,04/10/2025,299,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13654,Opp - 13654 - Upsell,Upsell,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2025,04/12/2025,100,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13659,Opp - 13659 - Upsell,Upsell,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2025,04/09/2025,110,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13661,Opp - 13661 - Upsell,Upsell,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2025,04/12/2025,239,rep 4433,rep 4433,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13665,Opp - 13665 - Net New,Net New,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/01/2025,04/01/2025,299,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13668,Opp - 13668 - Upsell,Upsell,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2025,04/10/2025,100,Rep 1346,Rep 1346,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13671,Opp - 13671 - Upsell,Upsell,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2025,04/05/2025,100,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13680,Opp - 13680 - Upsell,Upsell,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2025,04/03/2025,166,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13681,Opp - 13681 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,03/11/2025,04/11/2025,78,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,31,Non-Run Rate,EMEA,Emma Watson,Channel
13685,Opp - 13685 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13686,Opp - 13686 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/07/2025,04/08/2025,498,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,0,Run-Rate,EMEA,Emma Watson,Channel
13687,Opp - 13687 - Renewal,Renewal,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2024,04/08/2025,8,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13690,Opp - 13690 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,03/06/2025,04/07/2025,39,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,31,Non-Run Rate,EMEA,Emma Watson,Channel
13693,Opp - 13693 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,03/07/2025,04/08/2025,143,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,31,Non-Run Rate,EMEA,Emma Watson,Channel
13694,Opp - 13694 - Renewal,Renewal,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2024,04/09/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13696,Opp - 13696 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13700,Opp - 13700 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,03/06/2025,04/07/2025,77,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,31,Non-Run Rate,EMEA,Emma Watson,Channel
13703,Opp - 13703 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/03/2025,761,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13704,Opp - 13704 - Renewal,Renewal,Closed Won,Core,EMEA,04/03/2025,04/03/2025,04/04/2024,04/03/2025,54,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13706,Opp - 13706 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,3/14/2025,04/12/2025,58,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,29,Non-Run Rate,EMEA,Emma Watson,Channel
13708,Opp - 13708 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,43,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13711,Opp - 13711 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13713,Opp - 13713 - Renewal,Renewal,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2024,04/09/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13714,Opp - 13714 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,32,Rep 1234,Rep 1234,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13717,Opp - 13717 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,118,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13720,Opp - 13720 - Renewal,Renewal,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2024,3/31/2025,86,Rep 1346,Rep 1346,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13722,Opp - 13722 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,3/26/2025,04/08/2025,0,rep 4433,rep 4433,04/06/2025,12,Non-Run Rate,EMEA,Emma Watson,Channel
13724,Opp - 13724 - Renewal,Renewal,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2024,04/08/2025,48,Rep 1234,Rep 1234,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13740,Opp - 13740 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,54,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13743,Opp - 13743 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13744,Opp - 13744 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,48,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13747,Opp - 13747 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,97,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13748,Opp - 13748 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,3/31/2025,201,Rep 1346,Rep 1346,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13752,Opp - 13752 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,3/25/2025,04/02/2025,1962,Rep 1234,Rep 1234,3/30/2025,7,Run-Rate,EMEA,Emma Watson,Channel
13755,Opp - 13755 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,32,Rep 1234,Rep 1234,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13756,Opp - 13756 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,3/31/2025,48,Rep 1346,Rep 1346,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13760,Opp - 13760 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,04/08/2025,48,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13772,Opp - 13772 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,03/06/2025,04/07/2025,0,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,31,Non-Run Rate,EMEA,Emma Watson,Channel
13778,Opp - 13778 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,1/24/2025,434,Rep 1346,Rep 1346,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13780,Opp - 13780 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,86,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13781,Opp - 13781 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13783,Opp - 13783 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,4/15/2024,04/12/2025,48,Rep 1234,Rep 1234,04/06/2025,362,Non-Run Rate,EMEA,Emma Watson,Channel
13786,Opp - 13786 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,04/08/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13787,Opp - 13787 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,75,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13788,Opp - 13788 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,4/15/2024,04/12/2025,75,Rep 1234,Rep 1234,04/06/2025,362,Non-Run Rate,EMEA,Emma Watson,Channel
13790,Opp - 13790 - Renewal,Renewal,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2024,04/08/2025,54,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13791,Opp - 13791 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,43,Rep 1234,Rep 1234,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13794,Opp - 13794 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,04/11/2025,32,Rep 107,Rep 107,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13795,Opp - 13795 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,3/31/2025,54,Rep 1346,Rep 1346,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13796,Opp - 13796 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13799,Opp - 13799 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,499,Rep 1234,Rep 1234,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13801,Opp - 13801 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,04/11/2025,32,Rep 1234,Rep 1234,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13803,Opp - 13803 - Renewal,Renewal,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2024,04/02/2025,455,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13804,Opp - 13804 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13805,Opp - 13805 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,48,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13808,Opp - 13808 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,3/31/2025,48,Rep 1346,Rep 1346,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13813,Opp - 13813 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13815,Opp - 13815 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,43,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13817,Opp - 13817 - Renewal,Renewal,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2024,04/08/2025,54,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13825,Opp - 13825 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,03/04/2025,04/12/2025,173,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,39,Non-Run Rate,EMEA,Emma Watson,Channel
13827,Opp - 13827 - Renewal,Renewal,Closed Won,Core,EMEA,04/08/2025,04/08/2025,04/09/2024,04/08/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13829,Opp - 13829 - Renewal,Renewal,Closed Won,Core,EMEA,4/13/2025,4/13/2025,4/15/2024,04/12/2025,32,Rep 1234,Rep 1234,04/06/2025,363,Non-Run Rate,EMEA,Emma Watson,Channel
13830,Opp - 13830 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,3/31/2025,257,Rep 1346,Rep 1346,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13834,Opp - 13834 - Renewal,Renewal,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2024,04/09/2025,48,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13835,Opp - 13835 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,4/15/2024,04/12/2025,96,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,362,Non-Run Rate,EMEA,Emma Watson,Channel
13838,Opp - 13838 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,04/08/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13840,Opp - 13840 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13843,Opp - 13843 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13845,Opp - 13845 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/10/2024,04/11/2025,339,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,366,Non-Run Rate,EMEA,Emma Watson,Channel
13848,Opp - 13848 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13852,Opp - 13852 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,04/08/2025,926,rep 4433,rep 4433,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13853,Opp - 13853 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13856,Opp - 13856 - Renewal,Renewal,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2024,04/02/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13865,Opp - 13865 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,80,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13866,Opp - 13866 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,04/11/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13867,Opp - 13867 - Renewal,Renewal,Closed Won,Core,EMEA,04/11/2025,04/11/2025,04/12/2024,04/11/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13868,Opp - 13868 - Renewal,Renewal,Closed Won,Core,EMEA,04/01/2025,04/01/2025,04/02/2024,04/01/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13871,Opp - 13871 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,145,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13872,Opp - 13872 - Renewal,Renewal,Closed Won,Core,EMEA,04/12/2025,04/12/2025,4/15/2024,04/03/2025,241,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,362,Non-Run Rate,EMEA,Emma Watson,Channel
13875,Opp - 13875 - Renewal,Renewal,Closed Won,Core,EMEA,04/09/2025,04/09/2025,04/10/2024,04/09/2025,48,Rep 1234,Rep 1234,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13877,Opp - 13877 - Renewal,Renewal,Closed Won,Core,EMEA,04/07/2025,04/07/2025,04/08/2024,04/08/2025,32,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13881,Opp - 13881 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,04/05/2025,48,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13882,Opp - 13882 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,150,NOT ASSIGNED,NOT ASSIGNED,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13883,Opp - 13883 - Renewal,Renewal,Closed Won,Core,EMEA,04/05/2025,04/05/2025,04/06/2024,1/24/2025,32,Rep 1346,Rep 1346,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13884,Opp - 13884 - Renewal,Renewal,Closed Won,Core,EMEA,04/03/2025,04/03/2025,04/04/2024,04/03/2025,32,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13885,Opp - 13885 - Renewal,Renewal,Closed Won,Core,EMEA,04/10/2025,04/10/2025,04/11/2024,04/10/2025,64,Rep 1234,Rep 1234,04/06/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13889,Opp - 13889 - Renewal,Renewal,Closed Won,Core,EMEA,04/02/2025,04/02/2025,04/03/2024,04/02/2025,32,Rep 1234,Rep 1234,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13892,Opp - 13892 - Renewal,Renewal,Closed Won,Core,EMEA,04/06/2025,04/06/2025,04/07/2024,04/07/2025,48,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13900,Opp - 13900 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,04/04/2025,04/05/2024,04/04/2025,145,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,364,Non-Run Rate,EMEA,Emma Watson,Channel
13902,Opp - 13902 - Renewal,Renewal,Closed Won,Core,EMEA,04/04/2025,4/15/2025,4/16/2024,04/04/2025,379,NOT ASSIGNED,NOT ASSIGNED,3/30/2025,353,Non-Run Rate,EMEA,Emma Watson,Channel
