opp_id,opp_name,opp_type,stage,product_flag,crm_region,close_date,start_date,created_date,qualified_date,net_new_acv_usd,opp_owner,account_owner,week_start,days_from_qualified,type,reporting_region,reporting_manager,deal_type,dq_flag,outcome,dq_check
14016,Opp - 14016 - Net New,Net New,Closed Won,Core,APAC,2025-04-09,2025-04-09,2025-04-09,2025-04-09,637,Rep 5544,Rep 5544,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14021,Opp - 14021 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-04,2025-04-04,2025-04-05,2025-04-05,186,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14022,Opp - 14022 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-03,2025-04-03,2025-04-04,2025-04-04,168,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14034,Opp - 14034 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-08,2025-04-08,2025-04-09,2025-04-09,119,Rep 5544,Rep 5544,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14038,Opp - 14038 - Net New,Net New,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-08,2025-04-08,5888,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14048,Opp - 14048 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-01,2025-04-01,98,Rep 333,Rep 333,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14050,Opp - 14050 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-02,2025-04-02,186,Rep 5544,Rep 5544,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14060,Opp - 14060 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-09,2025-04-09,2025-04-10,2025-04-10,259,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14061,Opp - 14061 - Net New,Net New,Closed Won,Core,APAC,2025-04-11,2025-04-11,2025-04-11,2025-04-11,749,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14069,Opp - 14069 - Upsell,Upsell,Closed Won,Sign,APAC,2025-03-27,2025-04-01,2025-03-05,2025-03-27,216,Rep 1124,Rep 1124,2025-03-23,22,Non-Run Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14076,Opp - 14076 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-08,2025-04-08,2025-04-09,2025-04-09,119,Rep 5544,Rep 5544,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14087,Opp - 14087 - Net New,Net New,Closed Won,Core,APAC,2025-04-03,2025-04-03,2025-04-03,2025-04-03,510,Rep 5544,Rep 5544,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14088,Opp - 14088 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-02,2025-04-02,223,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14096,Opp - 14096 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-08,2025-04-08,107,Rep 5544,Rep 5544,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14121,Opp - 14121 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-08,2025-04-08,117,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14122,Opp - 14122 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-02,2025-04-02,117,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14123,Opp - 14123 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-08,2025-04-08,3456,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14124,Opp - 14124 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-02,2025-04-02,2025-04-02,2025-04-02,173,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14125,Opp - 14125 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-04,2025-04-04,2025-04-05,2025-04-05,173,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14126,Opp - 14126 - Net New,Net New,Closed Won,Core,APAC,2025-04-04,2025-04-04,2025-04-04,2025-04-04,351,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14127,Opp - 14127 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-08,2025-04-08,2025-04-09,2025-04-09,187,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14128,Opp - 14128 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-11,2025-04-11,2025-04-12,2025-04-12,234,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14129,Opp - 14129 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-04,2025-04-04,2025-04-05,2025-04-05,117,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14130,Opp - 14130 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-02,2025-04-02,2025-04-03,2025-04-03,117,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14132,Opp - 14132 - Net New,Net New,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-01,2025-04-01,351,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14133,Opp - 14133 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-02,2025-04-02,187,Rep 109,Rep 109,2025-03-30,0,Run-Rate,APAC,Rupert Grint,Channel,,Upsell,Pass
14134,Opp - 14134 - Net New,Net New,Closed Won,Core,APAC,2025-04-10,2025-04-10,2025-04-10,2025-04-10,562,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
14135,Opp - 14135 - Net New,Net New,Closed Won,Core,APAC,2025-04-08,2025-04-08,2025-04-08,2025-04-08,351,Rep 109,Rep 109,2025-04-06,0,Run-Rate,APAC,Rupert Grint,Channel,,Net New,Pass
1513,OPP - 1513 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-01,2025-04-01,2025-04-01,2025-04-01,216,REP 5,REP 5,2025-03-30,0,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1465,OPP - 1465 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-06,2025-04-06,258,REP 5,REP 5,2025-04-06,1,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1463,OPP - 1463 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-09,2025-04-09,2025-04-09,2025-04-09,258,REP 50,REP 50,2025-04-06,0,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1464,OPP - 1464 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-06,2025-04-06,258,REP 50,REP 50,2025-04-06,1,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1460,OPP - 1460 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-03,2025-04-03,2025-04-03,2025-04-03,274,REP 5,REP 5,2025-03-30,0,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1306,OPP - 1306 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-07,2025-04-07,2025-04-06,2025-04-06,288,REP 5,REP 5,2025-04-06,1,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1307,OPP - 1307 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-08,2025-04-08,2025-04-07,2025-04-07,288,REP 5,REP 5,2025-04-06,1,Run-Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1181,OPP - 1181 - Upsell,Upsell,Closed Won,Core,APAC,2025-04-04,2025-04-04,2025-01-05,2025-01-05,1226,REP 50,REP 50,2025-03-30,89,Non-Run Rate,APAC,Severus Snape,Direct,,Upsell,Pass
1132,RENEWAL: - 1132 - Renewal,Renewal,Closed Won,Core,APAC,2025-05-30,2025-05-31,2019-05-30,2019-05-30,4444,REP 5,REP 5,2025-05-25,2192,Non-Run Rate,APAC,Severus Snape,Direct,,Renewal,Pass
1208,OPP - 1208 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-07,2025-04-03,2025-04-03,840,REP 48,REP 48,2025-03-30,1,Run-Rate,AMER,Remus Lupin,Direct,Reporting Region was missing or invalid and was set to CRM Region; ,Upsell,Failed
1153,OPP - 1153 - Net New,Net New,Closed Won,Dash,AMER,2025-04-07,2025-04-14,2025-03-24,2025-03-26,2500,REP 62,Rep 87,2025-04-06,12,Non-Run Rate,AMER,Remus Lupin,Direct,Reporting Region was missing or invalid and was set to CRM Region; ,Net New,Failed
13464,Opp - 13464 - Net New,Net New,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,299,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13467,Opp - 13467 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-12,2025-04-12,165,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13470,Opp - 13470 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,149,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13471,Opp - 13471 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-04,2025-04-04,2025-04-05,2025-04-05,149,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13472,Opp - 13472 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-12,2025-04-12,149,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13474,Opp - 13474 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,361,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13475,Opp - 13475 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-04,2025-04-04,2025-04-05,2025-04-05,199,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13476,Opp - 13476 - Net New,Net New,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-01,2025-04-01,3734,Rep 1234,Rep 1234,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13481,Opp - 13481 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,110,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13489,Opp - 13489 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-04,2025-04-04,2025-04-05,2025-04-05,165,Rep 1346,Rep 1346,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13490,Opp - 13490 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-08,2025-04-08,2025-04-09,2025-04-09,149,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13491,Opp - 13491 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-03,2025-04-03,2025-04-04,2025-04-04,165,Rep 1234,Rep 1234,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13492,Opp - 13492 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-03,2025-04-03,2025-04-04,2025-04-04,266,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13495,Opp - 13495 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,98,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13496,Opp - 13496 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,165,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13497,Opp - 13497 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,237,rep 4433,rep 4433,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13499,Opp - 13499 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-10,2025-04-10,198,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13501,Opp - 13501 - Net New,Net New,Closed Won,Core,EMEA,2025-04-04,2025-04-04,2025-04-04,2025-04-04,597,Rep 1346,Rep 1346,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13504,Opp - 13504 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-03,2025-04-03,2025-04-04,2025-04-04,110,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13513,Opp - 13513 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,1244,rep 4433,rep 4433,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13516,Opp - 13516 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-11,2025-04-11,149,Rep 1234,Rep 1234,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13518,Opp - 13518 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,149,Rep 1346,Rep 1346,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13520,Opp - 13520 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,198,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13524,Opp - 13524 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,110,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13525,Opp - 13525 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,100,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13526,Opp - 13526 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-03,2025-04-03,2025-04-04,2025-04-04,110,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13528,Opp - 13528 - Net New,Net New,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-10,2025-04-10,299,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13536,Opp - 13536 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,165,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13545,Opp - 13545 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-03,2025-04-03,2025-04-04,2025-04-04,117,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13546,Opp - 13546 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,133,Rep 1234,Rep 1234,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13547,Opp - 13547 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,198,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13552,Opp - 13552 - Net New,Net New,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-01,2025-04-01,996,Rep 107,Rep 107,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13554,Opp - 13554 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-08,2025-04-08,2025-04-09,2025-04-09,132,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13556,Opp - 13556 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,149,Rep 553,Rep 553,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13557,Opp - 13557 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-12,2025-04-12,165,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13560,Opp - 13560 - Net New,Net New,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,299,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13561,Opp - 13561 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-10,2025-04-10,133,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13564,Opp - 13564 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,149,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13565,Opp - 13565 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,149,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13569,Opp - 13569 - Net New,Net New,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-11,2025-04-11,1053,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13572,Opp - 13572 - Net New,Net New,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-02,2025-04-02,358,rep 4433,rep 4433,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13574,Opp - 13574 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,99,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13576,Opp - 13576 - Renewal,Renewal,Closed Won,Core,EMEA,2025-03-25,2025-04-19,2024-04-10,2025-03-25,345,NOT ASSIGNED,NOT ASSIGNED,2025-03-23,349,Non-Run Rate,EMEA,Emma Watson,Channel,,Renewal,Pass
13577,Opp - 13577 - Net New,Net New,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-02,2025-04-02,448,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13579,Opp - 13579 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,110,Rep 1346,Rep 1346,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13582,Opp - 13582 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-04,2025-04-04,2025-04-05,2025-04-05,133,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13584,Opp - 13584 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-11,2025-04-11,1434,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13588,Opp - 13588 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-10,2025-04-10,237,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13590,Opp - 13590 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-10,2025-04-01,2025-04-02,2025-04-02,240,rep 4433,rep 4433,2025-04-06,8,Non-Run Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13594,Opp - 13594 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-08,2025-04-08,2025-04-09,2025-04-09,110,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13599,Opp - 13599 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-10,2025-04-10,237,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13602,Opp - 13602 - Net New,Net New,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-10,2025-04-10,351,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13605,Opp - 13605 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-11,2025-04-11,166,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13606,Opp - 13606 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-10,2025-04-10,2025-04-11,2025-04-11,166,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13607,Opp - 13607 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-12,2025-04-12,165,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13608,Opp - 13608 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,165,Rep 1346,Rep 1346,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13610,Opp - 13610 - Net New,Net New,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-02,2025-04-02,2240,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13612,Opp - 13612 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,199,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13613,Opp - 13613 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-03,2025-04-03,199,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13614,Opp - 13614 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-10,2025-04-10,165,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13617,Opp - 13617 - Net New,Net New,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-11,2025-04-11,299,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13619,Opp - 13619 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,149,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13620,Opp - 13620 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,198,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13621,Opp - 13621 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,198,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13626,Opp - 13626 - Net New,Net New,Closed Won,Core,EMEA,2025-04-02,2025-04-02,2025-04-02,2025-04-02,299,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13627,Opp - 13627 - Net New,Net New,Closed Won,Core,EMEA,2025-04-08,2025-04-08,2025-04-08,2025-04-08,299,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13628,Opp - 13628 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-12,2025-04-12,996,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13634,Opp - 13634 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,133,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13641,Opp - 13641 - Net New,Net New,Closed Won,Core,EMEA,2025-04-11,2025-04-11,2025-04-11,2025-04-11,1075,rep 4433,rep 4433,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13642,Opp - 13642 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-07,2025-04-07,2025-04-08,2025-04-08,100,Rep 1346,Rep 1346,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
13644,Opp - 13644 - Net New,Net New,Closed Won,Core,EMEA,2025-04-09,2025-04-09,2025-04-09,2025-04-09,351,NOT ASSIGNED,NOT ASSIGNED,2025-04-06,0,Run-Rate,EMEA,Emma Watson,Channel,,Net New,Pass
13650,Opp - 13650 - Upsell,Upsell,Closed Won,Core,EMEA,2025-04-01,2025-04-01,2025-04-02,2025-04-02,150,NOT ASSIGNED,NOT ASSIGNED,2025-03-30,0,Run-Rate,EMEA,Emma Watson,Channel,,Upsell,Pass
